y_coord,x_coord
0,24
0,44
0,162
0,374
1,24
1,44
1,162
1,374
2,24
2,44
2,162
2,374
3,24
3,44
3,162
3,374
4,24
4,44
4,162
4,374
5,24
5,44
5,162
5,374
6,24
6,44
6,162
6,374
7,25
7,44
7,162
7,374
8,25
8,26
8,44
8,161
8,375
9,26
9,27
9,42
9,43
9,161
9,375
10,28
10,29
10,30
10,31
10,32
10,33
10,34
10,35
10,36
10,37
10,38
10,39
10,40
10,41
10,42
10,161
10,375
11,160
11,375
12,160
12,375
13,160
13,375
14,159
14,375
15,159
15,375
16,159
16,375
17,159
17,375
18,159
18,375
19,159
19,375
20,159
20,375
21,159
21,375
22,159
22,375
23,159
23,375
24,159
24,375
25,159
25,375
26,159
26,375
27,158
27,375
28,158
28,375
29,158
29,375
30,158
30,375
31,158
31,375
32,158
32,375
33,158
33,375
33,505
33,506
33,507
33,508
33,509
33,510
33,511
34,158
34,375
34,504
35,158
35,375
35,503
36,157
36,376
36,503
37,157
37,376
37,503
38,157
38,377
38,480
38,481
38,482
38,483
38,484
38,485
38,486
38,487
38,488
38,489
38,490
38,491
38,492
38,503
39,156
39,377
39,479
39,493
39,502
40,156
40,377
40,478
40,494
40,501
41,156
41,377
41,478
41,494
41,501
42,156
42,377
42,478
42,494
42,501
43,156
43,378
43,478
43,494
43,501
44,156
44,378
44,478
44,495
44,496
44,497
44,498
44,499
44,500
44,501
45,156
45,378
45,478
46,156
46,378
46,478
47,156
47,378
47,478
48,156
48,378
48,478
49,156
49,378
49,478
50,156
50,378
50,478
51,156
51,379
51,478
52,156
52,379
52,478
52,510
52,511
53,156
53,380
53,479
53,509
54,156
54,380
54,479
54,508
55,156
55,380
55,480
55,508
56,156
56,380
56,480
56,481
56,482
56,483
56,484
56,485
56,508
57,156
57,380
57,486
57,508
58,156
58,380
58,486
58,508
59,156
59,380
59,486
59,508
60,155
60,380
60,486
60,508
61,155
61,380
61,487
61,508
62,155
62,381
62,488
62,489
62,490
62,491
62,492
62,493
62,494
62,495
62,496
62,497
62,498
62,499
62,500
62,501
62,502
62,503
62,504
62,505
62,506
62,507
62,508
63,155
63,381
63,382
64,154
64,382
64,383
65,154
65,383
66,153
66,384
67,153
67,384
68,153
68,385
69,153
69,385
70,152
70,385
71,152
71,386
72,152
72,386
73,151
73,387
74,150
74,151
74,387
74,388
75,148
75,149
75,388
76,148
76,388
77,147
77,389
78,147
78,389
79,147
79,389
80,147
80,389
81,147
81,390
82,147
82,390
82,391
83,147
83,391
83,392
84,146
84,147
84,392
84,393
85,70
85,71
85,72
85,73
85,74
85,75
85,76
85,77
85,78
85,79
85,80
85,81
85,144
85,145
85,393
85,394
86,69
86,82
86,83
86,144
